FID,CODCALLE,TEXTO,CAPACIDAD,GEOCODIGO,NOTAS,UTM_X,UTM_Y,GRAD_X,GRAD_Y
212.0,10568,CALLE PROLONGACION ELADIO ROCA SALAZAR,2700.0,CT 3420,CL ELADIO ROCA SALAZAR / CL PROL. ELADIO ROCA SALAZAR / I.E.S. LAS INDIAS,375205.518089,3149901.99116,-16.2747490899,28.4697444053
213.0,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,2700.0,CT 2093,AV PRINCIPAL DE A¥AZA / EDIF. LOS GUIRRES / REST. CHINO,372390.623858,3144943.14407,-16.3029479146,28.4247214713
214.0,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,2700.0,CT 2596,"AV PRINCIPAL DE A¥AZA, 2 (ANTES DE ROTONDA) / CONT. BAS.",372407.43753,3144716.71995,-16.3027512561,28.4226797731
215.0,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,2700.0,CT 2084,"AV PRINCIPAL DE A¥AZA, 9",372455.636725,3144559.4187,-16.3022418611,28.421264931
216.0,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,2700.0,CT 1878,"AV PRINCIPAL DE A¥AZA, 104 / INSTITUTO",373057.939838,3144958.46319,-16.2961374429,28.424924746
217.0,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,2500.0,CT 0574,AV PRINCIPAL DE A¥AZA (TRASERA C.C.CARREFOUR),372601.848422,3145219.91222,-16.300822215,28.4272397579
218.0,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,2700.0,CT 2384,AV PRINCIPAL DE A¥AZA / PS ALPISPA (HAMBURGUESERIA),373029.281867,3144817.21589,-16.2964144604,28.4236472857
219.0,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,2700.0,CT 3271,"AV PRINCIPAL DE A¥AZA, 7 / ROTONDA / P. BUS",372447.578616,3144637.67078,-16.302332761,28.4219703223
220.0,10573,AVENIDA PICO TEIDE,2700.0,CT 2396,"AV LOS MAJUELOS / AV PICO TEIDE, 3 / RES. VOLCANES (MU¥ECO NIEVE)",371831.42535,3147396.39235,-16.3089288335,28.4468057067
221.0,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,2500.0,CT 0353,CT VIA SUR ACCESO / INTERIOR INSTALACIONES / LABORATORIO,376706.766046,3148204.1382,-16.2592355711,28.4545649809
222.0,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,2500.0,CT 0770,CT VIA SUR ACCESO / INTERIOR INSTALACIONES / LABORATORIO,376710.12878,3148202.64365,-16.2592010733,28.4545518111
223.0,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,2700.0,CT 2317,CL ALCALDE JOSE EMILIO GARCIA GOMEZ / AV LA CONSTITUCION,376746.383751,3148179.64234,-16.2588284033,28.4543476617
224.0,10581,CALLE ADONAI,2700.0,CT 3250,CT ACCESO RESID. ACORAN / COLEGIO ADONAI,371579.323956,3143884.7492,-16.311112181,28.4150906056
225.0,10583,CALLE VOLCAN DE LA ABEJERA,1500.0,CT 1258,CL LA BREGA / CL VOLCAN DE LA ABEJERA / EDIF. TINGUARO,371703.641439,3147205.46376,-16.310212316,28.445070145
226.0,10589,CALLE BENTAGAY,2700.0,CT 3329,RB PARALELA BENTACAYSE / C.C. CARREFOUR (ENTRADA),372656.399449,3145144.81115,-16.3002570456,28.4265673362
227.0,10594,AVENIDA ANGEL GUIMERA,1300.0,CT 0984,"CL IMELDO SERIS, 4 / PLAZA WEYLER",377106.394842,3149610.49283,-16.2553047974,28.4672943582
228.0,10756,CALLE GENERAL GUTIERREZ,2700.0,CT 2028,"CL GENERAL GUTIERREZ, 2 / CL DOCTOR ALLART",377819.668194,3149472.24708,-16.2480057823,28.4661137931
229.0,10756,CALLE GENERAL GUTIERREZ,1300.0,CT 1029,CL IMELDO SERIS / CL GRAL. GUTIERREZ / CL DR. ALLART / P.E.,377800.612699,3149411.34422,-16.2481939266,28.4655623875
230.0,10787,CALLE IMELDO SERIS,2700.0,CT 3166,CL IMELDO SERIS / CL CANDELARIA,377752.039867,3149422.1797,-16.2486911221,28.4656556194
231.0,10787,CALLE IMELDO SERIS,2700.0,CT 3289,"CL IMELDO SERIS, 60 / ASOC. ZONA CENTRO SANTA CRUZ",377474.977668,3149540.86075,-16.2515332171,28.4667006527
232.0,10822,CALLE MIRAFLORES,2700.0,CT 2060,CL MIRAFLORES / PUENTE SERRADOR,377463.218337,3149395.27782,-16.2516378263,28.4653857315
233.0,10822,CALLE MIRAFLORES,2700.0,CT 2040,"CL MIRAFLORES, 45 / DETRµS HOSPITALITO",377218.163073,3149469.07839,-16.2541482878,28.4660286927
234.0,10965,CALLE VALENTIN SANZ,3000.0,STR 6,CL VALENTIN SANZ / CL CASTILLO,377518.890275,3149608.251,-16.2510919233,28.4673129433
235.0,10965,CALLE VALENTIN SANZ,1300.0,CT 0978,CL VALENTIN SANZ / CL IMELDO SERIS,377501.048428,3149527.4642,-16.2512655448,28.466582205
236.0,10973,CALLE ALFARO,2700.0,CT 3415,CL ALFARO / CL MIRAFLORES / MERCADONA,377149.040197,3149490.00207,-16.2548564316,28.4662110075
237.0,10981,CALLE CARMEN MONTEVERDE,1300.0,CT 0945,CL GENERAL GALCERAN / CL CARMEN MONTEVERDE / CL LA X,377078.796409,3149559.87223,-16.2555812471,28.4668349306
238.0,11044,CALLE RAMON Y CAJAL,1500.0,CT 1049,"CL RAMON Y CAJAL, 53 / REST. CHINO / CONT. BAS.",376517.219747,3149519.89305,-16.2613120607,28.4664210733
239.0,11044,CALLE RAMON Y CAJAL,1300.0,CT 1037,"CL RAMON Y CAJAL, 32 / CL BENAVIDES / CONT. BAS. / P.E.",376692.455579,3149511.67303,-16.2595215938,28.4663634763
240.0,11044,CALLE RAMON Y CAJAL,2700.0,CT 3323,"CL RAMON Y CAJAL, 11 / CL IRIARTE / CONT. BAS.",376899.824206,3149478.41932,-16.2574002987,28.4660829734
241.0,11044,CALLE RAMON Y CAJAL,2700.0,CT 3567,CL RAMON Y CAJAL / PLAZA MILITAR,376942.045206,3149474.68295,-16.2569687206,28.46605324
242.0,11102,CALLE JESUS NAZARENO,2700.0,CT 2584,CL ROBAYNA / CL SAN CLEMENTE / CL CASTILLO / CL JESUS NAZARENO,377187.847745,3149678.86843,-16.254480244,28.4679190895
243.0,11125,CALLE PI Y MARGALL,3000.0,STR 1,"CL PI Y MARGALL, 7 / CL SAN LUCAS",377272.453572,3149690.94097,-16.253617483,28.4680360054
244.0,11125,CALLE PI Y MARGALL,3000.0,STR 2,"CL PI Y MARGALL, 25 / CL MENDEZ NU¥EZ",377152.631911,3149804.59817,-16.2548532969,28.4690504205
245.0,11133,CALLE EL PILAR,3000.0,STR 7,CL EL PILAR / CL SUAREZ GUERRA / VIAJES ECUADOR / P.E.,377496.845682,3149763.68407,-16.2513335831,28.4687135807
246.0,11141,CALLE ROBAYNA,1300.0,CT 1031,"CL ROBAYNA, 13 / BAR PLATILLO VOLANTE",377114.988497,3149745.74948,-16.2552314613,28.4685157925
247.0,11141,CALLE ROBAYNA,2700.0,CT 2806,CL COSTA Y GRIJALBA / CL ROBAYNA,376916.264242,3149930.52029,-16.2572807076,28.4701645095
248.0,11164,CALLE SAN CLEMENTE,3000.0,STR 3,"CL SAN CLEMENTE, 39 / IGLESIA DEL PILAR",377380.771767,3149823.72359,-16.252525402,28.469244496
249.0,11164,CALLE SAN CLEMENTE,2700.0,CT 3174,CL EL PILAR / CL SAN CLEMENTE / PUERTO ESCONDIDO,377471.064717,3149878.76431,-16.2516091167,28.4697497014
250.0,11187,CALLE VIERA Y CLAVIJO,2700.0,CT 3310,CL VIERA Y CLAVIJO / CL JESUS Y MARIA,376986.829615,3150044.03467,-16.2565721583,28.4711955802
251.0,11311,CALLE EMILIO CALZADILLA,2700.0,CT 3168,CL EMILIO CALZADILLA N§ 1 / P.E,377810.302571,3149755.28251,-16.2481314467,28.4686671772
252.0,11311,CALLE EMILIO CALZADILLA,2700.0,CT 3265,CL EMILIO CALZADILLA / CL JUAN BAUTISTA,377720.532645,3149786.49008,-16.2490515535,28.4689403939
253.0,11311,CALLE EMILIO CALZADILLA,2700.0,CT 3163,CL LA ROSA / CL EMILIO CALZADILLA / PLAZA DEL PATRIOTISMO,377593.005411,3149815.77125,-16.2503570664,28.4691926747
254.0,11357,CALLE VILLALBA HERVAS,2700.0,CT 3318,"CL LA MARINA / CL VILLALBA HERVAS, 2",377814.834194,3149662.40511,-16.248075316,28.4678294271
255.0,20027,CALLE ALVARO RODRIGUEZ LOPEZ,2700.0,CT 2403,CL ALVARO RGUEZ. LOPEZ (CL 70) / HT ATLANTIDA S/CRUZ (DETRµS),376881.916836,3148589.4166,-16.2574881997,28.4580584734
256.0,20027,CALLE ALVARO RODRIGUEZ LOPEZ,2700.0,CT 2078,CL ALVARO RGUEZ. LOPEZ (CL 70) / EL CORTE INGLES (DETRµS),377263.026746,3148681.33134,-16.25360622,28.4589238796
257.0,20065,CALLE FOMENTO,2500.0,CT 0026,CL FOMENTO / CL ALCALDE ERNESTO ROMEU DE ARMAS / CEPSA,377291.049534,3148607.72482,-16.2533122219,28.4582622527
258.0,20074,CALLE ADAN MARTIN MENIS,2700.0,CT 2803,"CL FUENTE DE SANTA CRUZ, 3",377154.768946,3148476.90231,-16.2546899346,28.4570688135
259.0,20171,CALLE FERNANDO AROZENA QUINTERO,2700.0,CT 3337,CL FERNANDO AROZENA QUINTERO / DISCOTECA ASAUDADE,375778.131826,3148186.4855,-16.2687162237,28.4543175732
260.0,20186,CALLE ISLAS FILIPINAS,2700.0,CT 3179,CL FERNANDO AROZENA QUINTERO / CL ISLAS FILIPINAS / TEXACO,375822.656922,3148283.07071,-16.2682719702,28.4551934434
261.0,20205,CALLE PANAMA,2700.0,CT 2080,CL PANAMA / COOP. DEL TAXISTA,376089.433859,3148379.4691,-16.2655581803,28.4560887581
262.0,20205,CALLE PANAMA,2500.0,CT 0050,"CL PANAMA, 12 / CL REPUBLICA ARGENTINA / BAR ELOISA",375983.084267,3148259.36966,-16.2666312419,28.4549948159
263.0,20236,AVENIDA BENITO PEREZ ARMAS,1300.0,CT 0915,"AV BENITO PEREZ ARMAS, 33",375875.920425,3149162.04989,-16.2678227373,28.4631308364
264.0,20236,AVENIDA BENITO PEREZ ARMAS,2700.0,CT 3151,"AV BENITO PEREZ ARMAS, 39 / CL RAMON PEREZ",375797.830257,3149210.24908,-16.2686253971,28.4635583728
265.0,20236,AVENIDA BENITO PEREZ ARMAS,2700.0,CT 2073,"AV BENITO PEREZ ARMAS, 18 / EDIF. LA GRANJA",375810.907558,3149238.27187,-16.26849487,28.4638125089
266.0,20236,AVENIDA BENITO PEREZ ARMAS,2700.0,CT 2200,"AV BENITO PEREZ ARMAS, 8 / BAR MANANTIAL",376111.685478,3148881.44838,-16.2653849135,28.4606209748
267.0,20236,AVENIDA BENITO PEREZ ARMAS,2700.0,CT 3297,AV BENITO PEREZ ARMAS / PISCINA MUNICIPAL (FRENTE),376256.918673,3148661.17799,-16.263878161,28.4586469364
268.0,20236,AVENIDA BENITO PEREZ ARMAS,2700.0,CT 2030,"AV BENITO PEREZ ARMAS, 2 / PISCINA MUNIC. ACIDALIO LORENZO",376338.670214,3148607.51945,-16.2630375828,28.4581704493
269.0,20236,AVENIDA BENITO PEREZ ARMAS,2700.0,CT 2077,"AV BENITO PEREZ ARMAS, 11",376111.392674,3148835.06158,-16.2653829172,28.4602023303
270.0,20267,CALLE FRAGATA DANMARK,2700.0,CT 3159,CL FRAGATA DANMARK 1 / SUP. MERCADONA,376368.425365,3148699.79176,-16.262743631,28.4590059806
271.0,20267,CALLE FRAGATA DANMARK,2500.0,CT 0768,CL FRAGATA DANMARK / AV BENITO PEREZ ARMAS,376330.688011,3148666.53805,-16.2631254265,28.4587023051
272.0,20302,CALLE TOME CANO,3000.0,CT 0011,CL TOME CANO / CL HELIODORO RGUEZ. LOPEZ,376411.767276,3148773.77192,-16.2623089679,28.4596777218
273.0,20302,CALLE TOME CANO,2700.0,CT 3314,CL TOME CANO / AMBULATORIO / ICFEM / BOMBEROS,376440.163701,3148655.70257,-16.2620063321,28.4586148964
274.0,20325,CALLE ALMIRANTE DIAZ PIMIENTA,2500.0,CT 0030,CL ALMIRANTE DIAZ PIMIENTA (A LA MITAD),376527.221161,3148842.89479,-16.2611373815,28.4603124564
275.0,20341,AVENIDA DEL CARMEN,2700.0,CT 2042,AV TRES DE MAYO / AV EL CARMEN / GERENCIA DE URBANISMO,376588.124019,3148638.8889,-16.260493606,28.4584771703
276.0,20364,CALLE JUAN SEBASTIAN ELCANO,2700.0,CT 2034,CL ELCANO / CL TOME CANO / BAR LA PE¥A,376448.010081,3148749.11186,-16.2619362203,28.4594586113
277.0,20445,CALLE CALDERON DE LA BARCA,2500.0,CT 0100,"CL ELCANO, 1 / CL NU¥EZ DE BALBOA / P. BUS",376678.170576,3148804.7838,-16.2595918289,28.4599828064
278.0,20445,CALLE CALDERON DE LA BARCA,2700.0,CT 3574,"CL CALDERON DE LA BARCA, 6 / EDIFICIO AMERICA",376804.086301,3148835.79568,-16.2583093129,28.4602745737
279.0,20484,CALLE EDUARDO ZAMACOIS,2700.0,CT 1880,CL EDUARDO ZAMACOIS / CANCHA DE TENIS,376473.417409,3149021.11972,-16.2617059207,28.4619157506
280.0,20484,CALLE EDUARDO ZAMACOIS,2700.0,CT 2207,CL EDUARDO ZAMACOIS / CL DR. FDEZ. BARAJAS / BAR DELFOS,376578.143323,3148985.26847,-16.2606326187,28.4616021271
281.0,20492,CALLE GONGORA,2700.0,CT 3149,CL GONGORA / PLAZA / CONT.BAS.,376757.381655,3148928.4577,-16.2587961634,28.4611063895
282.0,20492,CALLE GONGORA,2700.0,CT 3147,CL LOPE DE VEGA / CL GONGORA / SUPERM. MERCADONA,376713.29247,3149086.13259,-16.2592632677,28.462525159
283.0,20526,CALLE GARCILASO DE LA VEGA,2500.0,CT 0785,"CL GARCILASO DE LA VEGA, 40 / CL QUEVEDO",376835.471823,3148933.31499,-16.2579992298,28.4611576015
284.0,20526,CALLE GARCILASO DE LA VEGA,2500.0,CT 0512,"CL LOPEZ DE VEGA / CL GARCILAZO DE LA VEGA, 22",376795.866284,3149096.59443,-16.2584211357,28.462627376
285.0,20677,CALLE CASTELLON DE LA PLANA,2700.0,CT 3182,"AV BUENOS AIRES / CL CASTELLON DE LA PLANA / PERIODICO ""EL DIA""",377039.851354,3148885.11579,-16.2559069722,28.4607419136
286.0,20685,CALLE CERVANTES,2700.0,CT 2076,CL LOS MOLINOS / CL CERVANTES / BAR LOS MOLINOS,377112.336964,3148963.95323,-16.2551751612,28.4614602156
287.0,20693,CALLE LOS MOLINOS,3000.0,CT 0023,"CL LOS MOLINOS, 25 / CALLEJON MOLOWNY",377132.139734,3149099.58352,-16.2549873961,28.4626860788
288.0,20693,CALLE LOS MOLINOS,2700.0,CT 2511,CL / LOS MOLINOS CL / SAN SEBASTIAN / AUTOESCUELA VELOX,377150.176297,3149180.85225,-16.2548118685,28.4634211888
289.0,20751,CALLE JOSE MARIA DE VILLA,2500.0,CT 0528,CL JOSE M¦ DE VILLA / CL FDEZ. NAVARRO / PZ / CEMENTERIO,377273.620744,3149089.27551,-16.2535414779,28.4626063769
290.0,20766,CALLE LEONCIO RODRIGUEZ,1500.0,CT 1173,CL LEONCIO RGUEZ. / EDIF. EL CABO / CONT. BAS. / P.E.,377488.481,3148969.875,-16.251334607,28.4615490474
291.0,20766,CALLE LEONCIO RODRIGUEZ,2700.0,CT 3169,CL BETHENCOURT Y MOLINA / CL LEONCIO RGUEZ./O.N.C.E. / CONT. BAS.,377405.888302,3148970.45889,-16.2521781069,28.461546555
292.0,20871,CALLE JUAN ALVAREZ GARCIA,1500.0,CT 1281,CL JUAN ALVAREZ GARCIA / CL FRANCISCO BONIN,377481.363009,3149045.18632,-16.2514153027,28.4622280277
293.0,20967,CALLE GILBERTO CAYOL LOPEZ,2700.0,CT 1870,AV. REYES CATOLICOS / C/GILBERTO CAYOL LOPEZ / CONT. BAS.,376337.787117,3149064.08799,-16.2630955891,28.4622906627
294.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,2700.0,CT 2550,CL HELIODORO RGUEZ. LOPEZ / CL SAN SEBASTIAN / ESTADIO FUTBOL,376495.835639,3149244.55475,-16.2615009321,28.4639342611
295.0,20975,CALLE HELIODORO RODRIGUEZ LOPEZ,2700.0,CT 2036,"CL HELIODORO RGUEZ. LOPEZ, 22 / CAFET. OLISERO",376433.438232,3149083.51713,-16.262120879,28.4624750677
296.0,20991,CALLE TIRSO DE MOLINA,1500.0,CT 1293,"CL TIRSO DE MOLINA, 6 / ED ISLA DE TENERIFE  (vaciar lo m s tarde posible)",376487.241984,3148905.2922,-16.2615523303,28.4608717756
297.0,21046,CALLE GUMERSINDO ROBAYNA GALVAN,3000.0,CT 0020,CL SAN SEBASTIAN / CL GONGORA,376754.018921,3149194.861,-16.2588589946,28.4635102282
298.0,21054,CALLE HELIODORO RODRIGUEZ GONZALEZ,2700.0,CT 2528,CL HELIODORO RGUEZ. LOPEZ / CL BERNARDINO SEMAN,376476.032869,3149179.16824,-16.2616961529,28.4633423056
299.0,21077,CALLE ANTONIO DE NEBRIJA,1500.0,CT 1290,CL LOPEZ DE VEGA / CL ANTONIO NEBRIJA,376877.319186,3149122.74903,-16.2575921254,28.4628711014
300.0,21127,CALLE QUEVEDO,2700.0,CT 1879,CL QUEVEDO / AV LA SALLE,376945.786932,3148992.85462,-16.2568790543,28.4617053313
301.0,21135,CALLE AGUERE,2500.0,CT 0093,CL AGUERE (AL FINAL) / CLUB 3¦ EDAD / CONT. BAS.,377331.698054,3149308.22036,-16.2529716934,28.4645877133
302.0,21135,CALLE AGUERE,2500.0,CT 0782,CL AGUERE / CL GUTIERREZ MELLADO,377220.727816,3149349.69408,-16.2541093739,28.4649515491
303.0,21143,CALLE PADRE ANCHIETA,2700.0,CT 2339,CL SAN SEBASTIAN / CL PADRE ANCHIETA /APART. TANAUSU,377266.148001,3149216.31215,-16.2536313208,28.4637521179
304.0,21182,CALLE ATARJEA TAHODIO,2700.0,CT 2354,CT LOS CAMPITOS / LA LLAVITA,375942.14355,3150368.52355,-16.2672763803,28.4740249142
305.0,21433,"CALLE LA RIBERA, (BARRIO NUEVO)",2700.0,CT 2051,CT LOS CAMPITOS / CL TAJINASTE / CONT. BAS.,375764.292259,3150135.37396,-16.2690676534,28.4719039276
306.0,21592,CALLE GUANCHE ZEBENZUI,2700.0,CT 2734,CL GUANCHE ZEBENZUI / CL PRINCESA GUAJARA / CONT. BAS.,375630.456655,3149728.18893,-16.2703905467,28.4682165447
307.0,21642,CALLE PRINCESA DACIL,2700.0,CT 2340,CL PRINCESA GUAYARMINA / CL PRINCESA DACIL / CONT. BAS.,375654.369434,3149902.30385,-16.2701651291,28.4697901173
308.0,21665,CALLE PRINCESA GUAYARMINA,2700.0,CT 2340,CL PRINCESA GUAYARMINA / CL PRINCESA DACIL / CONT. BAS.,375649.848424,3149902.71486,-16.2702113453,28.4697933951
309.0,21754,CALLE PRINCIPE RUYMAN,2700.0,CT 2572,CL BENAHOARE / CL PRINCIPE RUYMAN,375587.862018,3149946.0194,-16.2708490729,28.4701782806
310.0,21827,CALLE MENCEY BENCOMO,2700.0,CT 2580,CL MENCEY BENCOMO / PABELLON (FRENTE),375531.75417,3150203.0195,-16.2714498601,28.4724922076
311.0,21963,CALLE GUIA DE ISORA,2700.0,CT 2536,CL GUIA DE ISORA / CL RAFAEL CORTES,375341.124594,3150197.611,-16.2733961717,28.4724251822
312.0,21971,CALLE ICOD,2700.0,CT 2096,CL MENCEY BENCOMO / PZ JOSE CARLOS SCHWARTZ / P.E.,375419.962036,3150080.28893,-16.2725783174,28.4713739535
313.0,21971,CALLE ICOD,2700.0,CT 3266,"CL ICOD, 34 / TALLER DE MOTOS / BBVA",375311.557439,3149995.34875,-16.2736762455,28.4705970516
314.0,21971,CALLE ICOD,1500.0,CT 1229,CL ICOD / CL MENCEY BENTENUYA / CONT. BAS.,375284.739434,3149987.99176,-16.2739493358,28.4705280935
315.0,22034,CALLE LA OROTAVA,2700.0,CT 2332,CL LA OROTAVA / CL RAFAEL CORTES,375233.339414,3150240.70748,-16.2745016471,28.4728037911
316.0,22034,CALLE LA OROTAVA,2700.0,CT 2202,CL LA OROTAVA / CL PUERTO DE LA CRUZ,375158.238344,3150071.44984,-16.2752503097,28.4712691468
317.0,22034,CALLE LA OROTAVA,2500.0,CT 0374,CL SAN JUAN DE LA RAMBLA / CL LA OROTAVA / P.E.,375057.356309,3149966.4578,-16.2762692151,28.4703119884
318.0,22042,CALLE PUERTO DE LA CRUZ,2700.0,CT 2509,CL LOS REALEJOS / CL PUERTO DE LA CRUZ,375018.87168,3150071.82348,-16.2766736815,28.4712591642
319.0,22123,CALLE LOS REALEJOS,2700.0,CT 2327,"CL LOS REALEJOS, 11",375120.50099,3150173.45279,-16.2756467747,28.4721860505
320.0,22185,CALLE VIA CORNISA,2700.0,CT 2603,CL VIA CORNISA / CL TACORONTE,374974.319541,3150109.92201,-16.2771328211,28.4715987092
321.0,22185,CALLE VIA CORNISA,1500.0,CT 1280,CL VIA DE CORNISA / CL LOS REALEJOS / ROTONDA / CONT. BAS.,375169.073822,3150323.2813,-16.2751669415,28.4735428196
322.0,22204,CALLE GRANADILLA,2700.0,CT 2346,CL GRANADILLA / CL RIO SEGRE,374829.437637,3149942.54502,-16.2785942943,28.4700743252
323.0,22204,CALLE GRANADILLA,2700.0,CT 3191,CL BUENAVISTA / CL GRANADILLA / POLIDEPORTIVO,374915.747822,3149981.02965,-16.2777170105,28.4704299111
324.0,22204,CALLE GRANADILLA,2700.0,CT 2740,CL GRANADILLA / CL RIO JARAMA,374711.256201,3149886.33754,-16.2797951357,28.4695557327
325.0,22212,CALLE LORENZO TOLOSA,2700.0,CT 3178,"CL LORENZO TOLOSA, 5",374830.184911,3149851.37755,-16.2785767566,28.4692516633
326.0,22316,CALLE ARONA,2700.0,CT 2097,CL BUENAVISTA / CL GARACHICO / CONT. BAS.,374817.481247,3150122.63814,-16.2787359732,28.4716984128
327.0,22316,CALLE ARONA,2700.0,CT 2746,CL ARONA / CL RIO LLOBREGAT,374800.667575,3150085.64806,-16.2789036688,28.4713629841
328.0,22405,CALLE ADEJE,2700.0,CT 2071,CL ADEJE / CL SANTA URSULA,374877.026557,3150252.67633,-16.27814197,28.4728776488
329.0,22436,CALLE MAGISTRADO FERNANDEZ DIAZ,2700.0,CT 2095,CL ADEJE / CL MAGISTRADO FDEZ. DIAZ / CAF. SANTA BARBARA,374864.55953,3150181.29917,-16.2782615411,28.4722323147
330.0,22556,CALLE GUIMAR,2700.0,CT 2606,CL GšIMAR / CL MIGUEL SOTO,375043.905371,3150399.50328,-16.2764535657,28.4742186856
331.0,22556,CALLE GUIMAR,2700.0,CT 2338,CL GšIMAR / CL MIGUEL SOTO,375063.072957,3150331.58849,-16.2762504372,28.4736076313
332.0,22661,CALLE RIO GUADALQUIVIR,2700.0,CT 2532,CL TACORONTE / CL RIO GUADALQUIVIR,374978.892504,3150193.25556,-16.277095163,28.472351185
333.0,22726,CALLE JOSE FONSPERTIUS,2700.0,CT 1883,CL LA OROTAVA / CL JOSE FONSPERTIUS,375238.196697,3150343.4577,-16.2744631699,28.4737315182
334.0,22726,CALLE JOSE FONSPERTIUS,2500.0,CT 0526,CL JOSE FONSPERTIUS / CL GUIA ISORA / MERCADO / CL ICOD,375419.588399,3150400.49599,-16.2726167679,28.4742636064
335.0,30014,CALLE ALVAREZ DE LUGO,2700.0,CT 2098,CL ALVAREZ DE LUGO / RB DE PULIDO,376834.437702,3149656.27061,-16.2580870663,28.4676818167
336.0,30014,CALLE ALVAREZ DE LUGO,1500.0,CT 1296,CL JUAN PABLO II / CL ALVAREZ DE LUGO,376845.646817,3149728.75622,-16.257980341,28.4683370216
337.0,30022,CALLE BENAVIDES,2700.0,CT 2777,"CL JUAN PABLO II / CL BENAVIDES, 25 / MERCADONA",376736.544764,3149807.22003,-16.2591029564,28.4690348067
338.0,30037,CALLE COSTA Y GRIJALBA,2700.0,CT 3417,CL COSTA Y GRIJALBA / CLINICA CAPOTE,376807.909463,3149923.04755,-16.2583865162,28.4700868368
339.0,30037,CALLE COSTA Y GRIJALBA,2700.0,CT 2569,CL COSTA Y GRIJALBA / PLAZA LOS PATOS / CORREOS,377019.578301,3149956.9617,-16.2562284022,28.4704128804
340.0,30053,CALLE GENERAL ANTEQUERA,1300.0,CT 0965,AV 25 DE JULIO / CL PI Y MARGALL / CL GENERAL ANTEQUERA,377074.6864,3149867.37561,-16.2556560316,28.4696096084
341.0,30061,CALLE JESUS Y MARIA,2700.0,CT 2041,CL ROBAYNA / CL JESUS Y MARIA,376957.737967,3149874.10108,-16.2568511176,28.4696592697
342.0,30084,CALLE PEREZ DE ROZAS,2700.0,CT 3157,"CL PEREZ DE ROSAS, 40",376778.765764,3149812.82459,-16.2586723652,28.4690893763
343.0,30092,AVENIDA VEINTICINCO DE JULIO,2500.0,CT 0718,AV 25 DE JULIO / CL DTOR. JOSE NAVEIRAS,377134.357445,3150527.88704,-16.2551170835,28.4755760183
344.0,30092,AVENIDA VEINTICINCO DE JULIO,2700.0,CT 2544,CL ENRIQUE WOLFSON / AV 25 DE JULIO,377116.610082,3150446.40936,-16.2552896497,28.4748390502
345.0,30092,AVENIDA VEINTICINCO DE JULIO,2700.0,CT 2038,AV 25 DE JULIO / CL ROBAYNA,377039.564507,3149773.96632,-16.2560047533,28.4687633239
346.0,30092,AVENIDA VEINTICINCO DE JULIO,1500.0,CT 1143,AV  25 JULIO / ACADEMIA POLICIA LOCAL,377043.080298,3149881.83236,-16.2559803606,28.4697370926
347.0,30111,CALLE ANSELMO J BENITEZ,2700.0,CT 2535,CL JUAN PABLO II / CL ANSELMO J. BENITEZ,376679.751915,3149744.44899,-16.2596762455,28.4684629591
348.0,30157,RAMBLA PULIDO,2700.0,CT 3328,CL BENAVIDES / CL RAMBLA DE PULIDO,376705.159242,3149643.94059,-16.2594060129,28.4675583251
349.0,30173,CALLE CAIRASCO,2700.0,CT 2513,CL GENERAL GALCERAN / CL CAIRASCO,377004.068976,3149553.52039,-16.2563437234,28.4667705611
350.0,30207,CALLE IRIARTE,2700.0,CT 3333,CL IRIARTE N§ 1 / P.E.,376947.145914,3149603.2759,-16.2569303641,28.4672142085
351.0,30223,CALLE PORLIER,2700.0,CT 3161,CL PORLIER / CL CASTRO,376595.309915,3149609.19233,-16.2605241338,28.467234347
352.0,30223,CALLE PORLIER,1300.0,CT 1007,"CL PORLIER, 57 / CL BENAVIDES",376642.014561,3149603.21414,-16.2600465212,28.4671848167
353.0,30223,CALLE PORLIER,2700.0,CT 3272,AV LA ASUNCION / CL PORLIER,376524.109954,3149617.91648,-16.2612522002,28.4673063369
354.0,30552,CALLE EMILIO SERRA FERNANDEZ DE MORATIN,1300.0,CT 1034,"CL DTOR. FLEMING, 5 / CL DTOR. PISACA FERNANDEZ",376596.278797,3150078.03413,-16.2605644626,28.4714654942
355.0,30575,CALLE ENRIQUE WOLFSON,2700.0,CT 2359,"CL ENRIQUE WOLFSON, 41 / ESCUELA OFICIAL DE IDIOMAS",376914.530481,3150231.31255,-16.2573305564,28.4728788433
356.0,30575,CALLE ENRIQUE WOLFSON,2700.0,CT 2385,CL ENRIQUE WOLFSON / C. MEDICO (FRENTE),376762.734155,3150115.9583,-16.2588685219,28.4718234877
357.0,30656,CALLE DOCTOR WOLFFEL,1300.0,CT 0939,"CL DTOR. GLEZ. COBIELLA, 5 / CL DTOR. WOLFFEL / P.E.",377066.35548,3150530.12886,-16.2558118506,28.4755898373
